record_id,source,issue_type,decision,reason,original_value,corrected_value
schedules#449640,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#450047,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#450800,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#468263,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#467247,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#470491,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#404053,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#404246,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#405188,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#469211,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#468264,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#470853,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#405189,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#454653,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#436804,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#418125,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#478930,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#554116,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#476378,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#435746,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#541716,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#475111,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#407191,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#544499,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#436515,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#473961,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#556379,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#542026,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#545480,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#436611,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#437614,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#408436,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#475962,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#559488,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#404054,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#556935,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#419463,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#404247,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#474362,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#514188,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#403882,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#519991,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#516682,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#516281,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#434645,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#463689,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#465594,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#462700,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#410413,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#465670,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#444953,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#530272,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#529755,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#445775,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#445284,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#524575,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#446559,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#524469,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#445530,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#528750,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#526254,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#536568,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#524681,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#529253,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#528668,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#540259,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#540101,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#461466,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#427430,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#551318,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#416924,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#414612,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#417396,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#419909,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#420426,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#422020,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#420653,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#421360,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#410752,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#424106,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#424049,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#439527,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#427972,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#477537,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#410835,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#477077,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#417993,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#534240,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#419349,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#412000,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#478166,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#423992,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#419776,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#422548,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#431810,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#503429,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#508476,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#431686,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#508876,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#508080,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#418388,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#507240,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#507291,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#494983,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#496360,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#450048,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#498519,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#485734,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#499626,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#492914,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#500693,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#487580,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#494379,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#507582,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#493777,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#495756,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#503112,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#531305,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#410414,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#416925,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#410836,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#410753,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#439807,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#419464,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#420427,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#420654,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#421361,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#422285,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#427431,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#417397,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#419777,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#417994,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#424050,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#418126,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#422021,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#416015,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#419910,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#423993,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#478931,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#422549,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#425941,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#445080,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#440475,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#418389,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#444954,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#440305,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#454755,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#528669,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#523032,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#525336,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#529756,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#487581,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#524576,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#517985,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#527322,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#474363,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#433778,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#473962,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#470529,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#556380,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#516683,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#403883,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#404055,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#404248,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#405190,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#465804,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#515705,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#508081,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#465671,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#558064,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#507583,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#503430,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#488571,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#430386,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#528751,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#508477,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#498133,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#514843,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#465595,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#483456,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#487292,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#508877,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#556658,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#434646,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#464598,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#524470,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#475963,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#497352,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#504727,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#477078,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#541717,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#533202,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#436516,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#436805,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#407192,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#545481,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#437615,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#436612,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#510649,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#449032,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#412001,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#449642,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#430978,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#416632,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#414613,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#551956,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#459839,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#554117,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#445531,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#507241,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#507292,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#483840,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#540260,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#488762,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#435189,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#434918,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#508478,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
schedules#508082,schedules,MISSING_VALUE,INVESTIGATE,'day' field is None — journey-day offset unknown; cannot determine midnight crossings without it,None,
