number,name,type,type_canonical,zone,from_station_code,from_station_name,to_station_code,to_station_name,distance,duration_h,duration_m,arrival,departure,return_train,sleeper,third_ac,second_ac,first_ac,first_class,chair_car
09715,Jaipur Solapur (Weekly) Special,Exp,Express,NWR,JP,JAIPUR,SUR,SOLAPUR JN,1744,37,40,02:35:00,12:55:00,09716,1,1,1,0,0,0
09716,Solapur - Jaipur Special,Exp,Express,NWR,SUR,SOLAPUR JN,JP,JAIPUR,1744,35,45,18:30:00,06:45:00,09715,1,1,1,0,0,0
09721,Jaipur Delhi Sarai Rohilla SF Special,SF,Superfast,NWR,JP,JAIPUR,DEE,DELHI SARAI ROHILLA,303,4,30,10:30:00,06:00:00,09722,0,1,1,0,0,1
09724,Jaipur - Sabarmati SF Holiday Spl,SF,Superfast,NWR,JP,JAIPUR,SBI,SABARMATI JN,620,10,50,08:20:00,21:30:00,09723,1,1,1,0,0,0
09727,Indore-Jaipur Special,Exp,Express,NWR,INDB,INDORE JN BG,JP,JAIPUR,599,9,30,08:00:00,22:30:00,09728,1,1,1,0,0,0
09728,Jaipur-Indore Special,Exp,Express,NWR,JP,JAIPUR,INDB,INDORE JN BG,599,9,55,06:35:00,20:40:00,09727,1,1,1,0,0,0
09735,Secunderabad-Jaipur Special,Exp,Express,NWR,SC,SECUNDERABAD JN,JP,JAIPUR,1666,30,30,05:55:00,23:25:00,09736,1,1,1,1,0,0
09736,Jaipur - Secunderabad (Weekly) Special,Exp,Express,NWR,JP,JAIPUR,SC,SECUNDERABAD JN,1669,30,45,03:55:00,21:10:00,09735,1,1,1,1,0,0
09741,Rewari - Delhi Sarai Rohilla (Daily) Special,Exp,Express,NWR,RE,REWARI,DEE,DELHI SARAI ROHILLA,78,1,30,15:40:00,14:10:00,09742,0,1,1,0,0,1
09742,Delhi Sarai Rohilla - Rewari (Daily) Special,Exp,Express,NWR,DEE,DELHI SARAI ROHILLA,RE,REWARI,78,1,30,12:30:00,11:00:00,09741,0,1,1,0,0,1
09761,Surathgarh Anupgarh Passenger,Pass,Passenger,NWR,APH,ANUPGARH,SOG,SURATGARH JN,78,1,35,08:35:00,07:00:00,09762,0,0,0,0,0,0
09762,Suratgarh - Anupgarh Passenger Special,Pass,Passenger,NWR,SOG,SURATGARH JN,APH,ANUPGARH,76,1,35,20:20:00,18:45:00,09763,0,0,0,0,0,0
09763,Surathgarh Anupgarh Passenger,Pass,Passenger,NWR,APH,ANUPGARH,SOG,SURATGARH JN,78,1,35,22:15:00,20:40:00,09764,0,0,0,0,0,0
09764,Suratgarh - Anupgarh Passenger Special,Pass,Passenger,NWR,SOG,SURATGARH JN,APH,ANUPGARH,78,1,40,06:40:00,05:00:00,09763,0,0,0,0,0,0
09765,Phulera Rewari Passenger Special,Pass,Passenger,NWR,FL,PHULERA JN,RE,REWARI,216,5,5,16:30:00,11:25:00,09766,0,0,0,0,0,0
09766,Rewari-Phulera Passenger Special,Pass,Passenger,NWR,RE,REWARI,FL,PHULERA JN,216,5,5,14:15:00,09:10:00,09765,0,0,0,0,0,0
10001,Satpura Express,Exp,Express,SECR,BTC,Balaghat Junction,JBP,JABALPUR,187,6,50,19:35:00,12:45:00,10002,0,0,0,0,1,0
10002,Satpura Express,Exp,Express,SECR,JBP,JABALPUR,BTC,Balaghat Junction,187,6,40,12:10:00,05:30:00,10001,0,0,0,0,1,0
10103,MUMBAI CST - MADGAON Mandovi Exp,Exp,Express,KR,CSTM,MUMBAI CST,MAO,MADGAON,765,11,50,18:45:00,06:55:00,10104,1,1,1,1,0,0
10104,MADGAON - MUMBAI CST Mandovi Exp,Exp,Express,KR,MAO,MADGAON,CSTM,MUMBAI CST,765,12,0,21:30:00,09:30:00,10103,1,1,1,1,0,0
10111,MUMBAI CST - MADGAON Konkan Knaya Exp,Exp,Express,KR,CSTM,MUMBAI CST,MAO,MADGAON,765,11,40,10:45:00,23:05:00,10112,1,1,1,1,0,0
10112,MADGAON - MUMBAI CST Konkan Knaya Exp,Exp,Express,KR,MAO,MADGAON,CSTM,MUMBAI CST,765,11,50,05:50:00,18:00:00,10111,1,1,1,1,0,0
10215,Madgaon Ernakulam Weekly Super Fast Express,Exp,Express,KR,MAO,MADGAON,ERS,ERNAKULAM JN,850,13,25,10:55:00,21:30:00,10216,1,1,1,1,0,0
10216,Ernakulam Madgaon Weekly SF Express,Exp,Express,KR,ERS,ERNAKULAM JN,MAO,MADGAON,850,13,25,04:00:00,14:35:00,10215,1,1,1,1,0,0
11003,DADAR - SAWANTWADI RD Rajya Rani Exp,Exp,Express,CR,DR,MUMBAI DADAR CENTRAL,SWV,SAWANTWADI ROAD,646,11,0,10:55:00,23:55:00,11004,1,1,1,0,0,0
11004,SAWANTWADI RD - DADAR Rajya Rani Exp,Exp,Express,CR,SWV,SAWANTWADI ROAD,DR,MUMBAI DADAR CENTRAL,646,12,20,06:30:00,18:10:00,11003,1,1,1,0,0,0
11007,Deccan Express,Exp,Express,CR,CSTM,MUMBAI CST,PUNE,PUNE JN,192,4,0,11:10:00,07:10:00,11008,0,0,0,0,0,1
11009,Sinhagad Express,Exp,Express,CR,CSTM,MUMBAI CST,PUNE,PUNE JN,192,4,10,18:40:00,14:30:00,11008,0,0,0,0,0,1
11010,Sinhagad Express,Exp,Express,CR,PUNE,PUNE JN,CSTM,MUMBAI CST,192,3,50,09:55:00,06:05:00,11009,0,0,0,0,0,1
11011,Mahalaxmi Express,Exp,Express,CR,CSTM,MUMBAI CST,KOP,C SHAHU M RAJ KOLHAPUR TERM,518,10,57,07:20:00,20:23:00,11012,1,1,1,1,0,0
11012,Mahalaxmi Express,Exp,Express,CR,KOP,C SHAHU M RAJ KOLHAPUR TERM,CSTM,MUMBAI CST,518,10,55,07:25:00,20:30:00,11011,1,1,1,1,0,0
11014,Coimbatore Mumbai LTT Express,Exp,Express,CR,CBE,COIMBATORE JN,LTT,LOKMANYA TILAK TERM,1518,30,30,14:30:00,08:00:00,11013,1,1,1,1,0,0
11016,Kushinagar Express,Exp,Express,CR,GKP,GORAKHPUR JN,LTT,LOKMANYA TILAK TERM,1680,33,15,04:20:00,19:05:00,11015,1,1,1,0,0,0
11018,Chalukya Express,Exp,Express,CR,YPR,YESVANTPUR JN,DR,MUMBAI DADAR CENTRAL,1205,23,20,05:50:00,06:30:00,11017,1,1,1,0,0,0
15212,AMRITSAR - DARBHANGA Jan Nayak Exp,Exp,Express,ECR,ASR,AMRITSAR JN,DBG,DARBHANGA JN,1499,33,5,04:10:00,19:05:00,15211,0,0,0,0,0,0
40013,Chennai Beach Tambaram EMU(12 Car),MEMU,MEMU,SR,MSB,CHENNAI BEACH,TBM,TAMBARAM,33,0,55,08:42:00,07:47:00,,0,0,0,0,0,0
56304,Nagercoil Kottayam Passenger,Pass,Passenger,SR,NCJ,NAGERCOIL JN,KTYM,KOTTAYAM,231,7,30,19:50:00,12:20:00,,0,0,0,0,0,0
56386,Kottayam Ernakulam Passenger,Pass,Passenger,SR,KTYM,KOTTAYAM,ERS,ERNAKULAM JN,60,1,40,07:05:00,05:25:00,56385,0,0,0,0,0,0
56390,Kottayam Ernakulam Passenger,Pass,Passenger,SR,KTYM,KOTTAYAM,ERS,ERNAKULAM JN,60,1,40,18:55:00,17:15:00,56389,0,0,0,0,0,0
02082,Loharu - Jaipur Passenger Spl (MG),Pass,Passenger,NWR,LHU,Loharu,JP,JAIPUR,229,6,55,09:35:00,02:40:00,02083,0,0,0,0,0,0
02083,Jaipur-Loharu MG Passenger Special,Pass,Passenger,NWR,JP,JAIPUR,LHU,Loharu,229,6,40,06:10:00,23:30:00,02084,0,0,0,0,0,0
02084,Loharu - Jaipur Passenger Spl (MG),Pass,Passenger,NWR,LHU,Loharu,JP,JAIPUR,230,6,35,05:45:00,23:10:00,02083,0,0,0,0,0,0
02085,Jaipur - Churu Passenger Spl (MG),Pass,Passenger,NWR,JP,JAIPUR,CUR,Churu,198,5,20,22:15:00,16:55:00,02086,0,0,0,0,0,0
02086,Churu - Jaipur Passenger Spl (MG),Pass,Passenger,NWR,CUR,Churu,JP,JAIPUR,198,5,50,11:05:00,05:15:00,02085,0,0,0,0,0,0
02087,Jaipur - Churu Passenger Spl (MG),Pass,Passenger,NWR,JP,JAIPUR,CUR,Churu,198,7,15,03:45:00,20:30:00,02086,0,0,0,0,0,0
02088,Churu - Jaipur Passenger Spl (MG),Pass,Passenger,NWR,CUR,Churu,JP,JAIPUR,198,5,10,08:15:00,03:05:00,02087,0,0,0,0,0,0
02089,Sikar - Churu Passenger Spl (MG),Pass,Passenger,NWR,SIKR,Sikar Junction,CUR,Churu,90,2,30,13:35:00,11:05:00,02090,0,0,0,0,0,0
02090,Sikar - Churu Passenger Spl (MG),Pass,Passenger,NWR,CUR,Churu,SIKR,Sikar Junction,90,2,5,16:05:00,14:00:00,02089,0,0,0,0,0,0
02093,Jaipur Loharu Passenger,Pass,Passenger,NWR,JP,JAIPUR,LHU,Loharu,229,6,55,14:40:00,07:45:00,02094,0,0,0,0,0,0
02411,Ratangarh-Sardarshahar Passenger,Pass,Passenger,NR,RTGH,Ratangarh Junction,SRDR,Sardarshahr,46,1,40,13:10:00,11:30:00,02412,0,0,0,0,0,0
02412,Sardarshahr-Ratangarh Passenger Special,Pass,Passenger,NR,SRDR,Sardarshahr,RTGH,Ratangarh Junction,46,1,40,15:20:00,13:40:00,02411,0,0,0,0,0,0
02413,Sadulpur-Shri Ganganagar Passenger Special,Pass,Passenger,NWR,SDLP,Sadulpur Junction,SGNR,SHRI GANGANAGAR,246,5,45,08:15:00,02:30:00,02414,0,0,0,0,0,0
02423,Dibrugarh Guwahati Rajdhani Express,Raj,Rajdhani,NR,DBRT,DIBRUGARH TOWN,GHY,GUWAHATI,564,10,0,06:15:00,20:15:00,02424,0,1,0,0,0,0
02424,Guwahati Dibrugarh Rajdhani Express,Raj,Rajdhani,NR,GHY,GUWAHATI,DBRT,DIBRUGARH TOWN,564,10,55,05:00:00,18:05:00,02423,0,1,0,0,0,0
02435,Dibrugarh Guwahati Rajdhani Express,Raj,Rajdhani,NR,DBRT,DIBRUGARH TOWN,GHY,GUWAHATI,564,10,5,05:05:00,19:00:00,02436,0,1,0,0,0,0
02436,Guwahati Dibrugarh Rajdhani Express,Raj,Rajdhani,NR,GHY,GUWAHATI,DBRT,DIBRUGARH TOWN,564,10,40,06:25:00,19:45:00,02435,0,1,0,0,0,0
02451,Kalka Shimla Holiday Special,Pass,Passenger,?,KLK,Kalka,SML,Shimla,95,5,10,12:10:00,07:00:00,02452,0,0,0,0,0,0
02452,Shimla Kalka Holiday Special,Pass,Passenger,?,SML,Shimla,KLK,Kalka,96,5,20,21:10:00,15:50:00,02451,0,0,0,0,0,0
02453,Kalka Shimla Holiday Special,Pass,Passenger,?,KLK,Kalka,SML,Shimla,95,5,25,18:10:00,12:45:00,02452,0,0,0,0,0,0
02454,Shimla Kalka Holiday Special,Pass,Passenger,?,SML,Shimla,KLK,Kalka,96,5,55,15:20:00,09:25:00,02453,0,0,0,0,0,0
02779,Vasco da Gama Bangalore Link Express,SF,Superfast,SWR,VSG,VASCO DA GAMA,SBC,BANGALORE CITY JN,705,16,25,07:35:00,15:10:00,,1,1,0,0,0,0
03283,Rajendra Nagar-Tatanagar Special,Exp,Express,ECR,RJPB,RAJENDRA NAGAR BIHAR,TATA,TATANAGAR JN,496,10,50,10:05:00,23:15:00,03284,1,1,1,0,0,0
03284,Tatanagar-Rajendra Nagar Special,Exp,Express,ECR,TATA,TATANAGAR JN,RJPB,RAJENDRA NAGAR BIHAR,496,11,0,22:00:00,11:00:00,03283,1,1,1,0,0,0
03686,Delhi Gaya S,SF,Superfast,ECR,DLI,OLD DELHI,GAYA,GAYA JN,972,14,35,09:45:00,19:10:00,03685,1,1,1,0,0,0
04011,Sainagar Shirdi - H. Nizamuddin (Weekly) Special,Exp,Express,NR,SNSI,SAINAGAR SHIRDI,NZM,DELHI H NIZAMUDDIN,1361,26,55,12:55:00,10:00:00,04012,1,1,1,0,0,0
04031,Delhi-Panipat Special,Exp,Express,NR,DLI,OLD DELHI,PNP,PANIPAT JN,89,2,50,08:20:00,05:30:00,04032,1,1,1,0,0,0
04032,Panipat Delhi Special,Exp,Express,NR,PNP,PANIPAT JN,DLI,OLD DELHI,89,2,30,21:00:00,18:30:00,04031,1,1,1,0,0,0
04053,Anand Vihar T.-Jammu Tawi Special,Exp,Express,NR,ANVT,ANAND VIHAR TRM,JAT,JAMMU TAWI,633,12,35,11:50:00,23:15:00,04054,1,0,0,0,0,0
04054,Jammu Tawi-Anand Vihar Special,Exp,Express,NR,JAT,JAMMU TAWI,ANVT,ANAND VIHAR TRM,633,12,10,05:40:00,17:30:00,04053,1,0,0,0,0,0
04115,Allahabad - Mumbai LTT (Weekly) Special,Exp,Express,NCR,ALD,ALLAHABAD JN,LTT,LOKMANYA TILAK TERM,1533,28,15,14:35:00,10:20:00,04116,1,1,0,0,0,0
02081,Jaipur Luharu Special,Exp,Express,NWR,JP,JAIPUR,LHU,Loharu,229,6,35,01:00:00,18:25:00,02082,0,0,0,0,0,0
04116,Mumbai LTT-Allahabad Special,Exp,Express,NCR,LTT,LOKMANYA TILAK TERM,ALD,ALLAHABAD JN,1533,30,0,21:50:00,15:50:00,04115,1,1,0,0,0,0
04201,Lucknow -New Delhi Special,Exp,Express,NR,LKO,LUCKNOW,NDLS,NEW DELHI,493,9,35,08:20:00,22:45:00,04202,1,1,1,0,0,0
04202,New Delhi-Lucknow tri-weekly Special,Exp,Express,NR,NDLS,NEW DELHI,LKO,LUCKNOW,493,9,50,09:45:00,23:55:00,04201,1,1,1,0,0,0
04203,Varanasi-Old Delhi Special,Exp,Express,NR,BSB,VARANASI JN,DLI,OLD DELHI,770,14,10,10:10:00,20:00:00,04204,1,1,1,0,0,0
11067-Slip,Saket Express Slip,Exp,Express,CR,LTT,LOKMANYA TILAK TERM,RBL,RAE BARELI JN,1502,27,0,08:20:00,05:20:00,,1,1,1,0,0,0
11108,Varanasi-Gwalior Bundelkhand Express,Exp,Express,NCR,BSB,VARANASI JN,GWL,GWALIOR JN,624,14,50,08:55:00,18:05:00,11107,1,1,1,1,0,0
11109,Jhansi-Lucknow Intercity Express,Exp,Express,CR,JHS,JHANSI JN,LKO,LUCKNOW,292,5,50,12:00:00,06:10:00,11110,0,0,0,0,0,1
11110,Lucknow-Jhansi InterCity,Exp,Express,CR,LKO,LUCKNOW,JHS,JHANSI JN,292,6,5,22:35:00,16:30:00,11109,0,0,0,0,0,1
11123,Barauni-Gwalior Mail,Mail,Mail/Express,NCR,BJU,BARAUNI JN,GWL,GWALIOR JN,1055,26,15,21:00:00,18:45:00,11124,1,1,1,0,0,0
11124,Gwalior Barauni Mail,Mail,Mail/Express,NCR,GWL,GWALIOR JN,BJU,BARAUNI JN,1055,25,20,13:05:00,11:45:00,11123,1,1,1,0,0,0
11125,Indore Gwalior Express,Exp,Express,CR,INDB,INDORE JN BG,GWL,GWALIOR JN,562,12,10,08:25:00,20:15:00,11126,1,1,1,0,0,0
11126,Gwalior Indore Express,Exp,Express,CR,GWL,GWALIOR JN,INDB,INDORE JN BG,562,12,20,07:50:00,19:30:00,11125,1,1,1,0,0,0
11454,Prerna Express,Exp,Express,CR,NGP,NAGPUR,ADI,AHMEDABAD JN,959,18,5,03:40:00,09:35:00,11453,1,1,0,0,0,0
52071,BARI SADRI - MAVLI PASSENGER,Pass,Passenger,NWR,BI,BARI SADRI,MVJ,MAVLI JN,82,2,55,15:40:00,12:45:00,52072,0,0,0,0,0,0
11063-Slip,Chennai Salem Express Slip,Exp,Express,CR,MS,CHENNAI EGMORE,MTDM,METUR DAM,393,9,5,08:05:00,23:00:00,,1,1,1,1,0,0
11065,MUMBAI LTT - DARBHANGA Pawan Exp,Exp,Express,CR,LTT,LOKMANYA TILAK TERM,DBG,DARBHANGA JN,1880,37,5,01:20:00,12:15:00,11066,1,1,1,0,0,0
11066,DARBHANGA - MUMBAI LTT Pawan Exp,Exp,Express,CR,DBG,DARBHANGA JN,LTT,LOKMANYA TILAK TERM,1880,38,35,03:45:00,13:10:00,11065,1,1,1,0,0,0
11067,MUMBAI LTT - FAIZABAD Saket Exp,Exp,Express,CR,LTT,LOKMANYA TILAK TERM,FD,FAIZABAD JN,1505,28,5,09:25:00,05:20:00,11068,1,1,1,0,0,0
11068,FAIZABAD - MUMBAI LTT Saket Exp,Exp,Express,CR,FD,FAIZABAD JN,LTT,LOKMANYA TILAK TERM,1505,30,5,21:40:00,15:35:00,11067,1,1,1,0,0,0
11069,Tulsi Express,Exp,Express,CR,LTT,LOKMANYA TILAK TERM,ALD,ALLAHABAD JN,1511,27,30,08:50:00,05:20:00,11070,1,1,1,0,0,0
11070,Tulsi Express,Exp,Express,CR,ALD,ALLAHABAD JN,LTT,LOKMANYA TILAK TERM,1511,29,25,21:40:00,16:15:00,11069,1,1,1,0,0,0
11071,Kamayani Express,Exp,Express,CR,LTT,LOKMANYA TILAK TERM,BSB,VARANASI JN,1640,30,45,19:25:00,12:40:00,11072,1,1,1,0,0,0
11072,Kamayani Express,Exp,Express,CR,BSB,VARANASI JN,LTT,LOKMANYA TILAK TERM,1640,31,15,23:05:00,15:50:00,11071,1,1,1,0,0,0
11077,Jhelum Express,Exp,Express,CR,PUNE,PUNE JN,JAT,JAMMU TAWI,2177,40,0,09:20:00,17:20:00,11078,1,1,1,0,0,0
11078,Jhelum Express,Exp,Express,CR,JAT,JAMMU TAWI,PUNE,PUNE JN,2173,40,50,14:35:00,21:45:00,11077,1,1,1,0,0,0
11087,Veraval Pune Express,Exp,Express,CR,VRL,VERAVAL,PUNE,PUNE JN,1066,22,20,04:45:00,06:25:00,11088,1,1,1,0,0,0
11088,Pune Veraval Express,Exp,Express,CR,PUNE,PUNE JN,VRL,VERAVAL,1066,20,50,16:40:00,19:50:00,11087,1,1,1,0,0,0
11089,BHAGAT KI KOTHI - PUNE Exp,Exp,Express,CR,BGKT,BHAGAT KI KOTHI,PUNE,PUNE JN,1094,23,15,04:45:00,05:30:00,11090,1,1,1,0,0,0
11090,PUNE - BHAGAT KI KOTHI Exp,Exp,Express,CR,PUNE,PUNE JN,BGKT,BHAGAT KI KOTHI,1094,21,45,17:35:00,19:50:00,11089,1,1,1,0,0,0
11091,BHUJ - PUNE Ahimsa Exp,Exp,Express,CR,BHUJ,BHUJ,PUNE,PUNE JN,993,20,45,04:45:00,08:00:00,11092,1,1,1,0,0,0
11092,PUNE - BHUJ Ahimsa Exp,Exp,Express,CR,PUNE,PUNE JN,BHUJ,BHUJ,993,19,30,15:20:00,19:50:00,11091,1,1,1,0,0,0
11093,MUMBAI CST - VARANASI Mahanagari Exp,Exp,Express,CR,CSTM,MUMBAI CST,BSB,VARANASI JN,1533,28,30,04:40:00,00:10:00,11094,1,1,1,0,0,0
11094,VARANASI - MUMBAI CST Mahanagari Exp,Exp,Express,CR,BSB,VARANASI JN,CSTM,MUMBAI CST,1533,26,50,14:15:00,11:25:00,11093,1,1,1,0,0,0
11095,Ahimsa Express,Exp,Express,CR,ADI,AHMEDABAD JN,PUNE,PUNE JN,635,12,45,04:45:00,16:00:00,11096,1,1,1,0,0,0
11096,Ahimsa Express,Exp,Express,CR,PUNE,PUNE JN,ADI,AHMEDABAD JN,635,11,55,07:45:00,19:50:00,11095,1,1,1,0,0,0
11105,Pratham Swatantrata Sangram Express,Exp,Express,CR,KOAA,KOLKATA CHITPUR,JHS,JHANSI JN,1326,25,25,08:50:00,07:25:00,11106,1,1,0,0,0,0
11106,Pratham Swatantrata Sangram Express,Exp,Express,CR,JHS,JHANSI JN,KOAA,KOLKATA CHITPUR,1326,25,5,21:45:00,20:40:00,11105,1,1,0,0,0,0
11266,AMBIKAPUR - JABALPUR Exp,Exp,Express,WCR,ABKP,AMBIKAPUR,JBP,JABALPUR,433,8,50,14:55:00,06:05:00,11265,1,0,0,0,0,0
11401,Nandigram Express,Exp,Express,CR,CSTM,MUMBAI CST,NGP,NAGPUR,1139,23,40,16:15:00,16:35:00,11402,1,1,1,0,0,0
11402,Nandigram Express,Exp,Express,CR,NGP,NAGPUR,CSTM,MUMBAI CST,1139,23,40,05:40:00,06:00:00,11401,1,1,1,0,0,0
11403,NAGPUR - KOLHAPUR EXP,Exp,Express,CR,NGP,NAGPUR,KOP,C SHAHU M RAJ KOLHAPUR TERM,1038,24,25,15:25:00,15:00:00,11404,1,1,1,0,0,0
11404,KOLHAPUR - NAGPUR EXP,Exp,Express,CR,KOP,C SHAHU M RAJ KOLHAPUR TERM,NGP,NAGPUR,1038,23,45,12:35:00,12:50:00,11403,1,1,1,0,0,0
11423,Solapur - Hubli Express,Exp,Express,CR,SUR,SOLAPUR JN,UBL,HUBLI JN,358,8,5,14:30:00,06:25:00,11424,0,0,0,0,0,0
11424,Hubli Jn - Solapur Express,Exp,Express,CR,UBL,HUBLI JN,SUR,SOLAPUR JN,357,8,15,23:15:00,15:00:00,11423,0,0,0,0,0,0
11447,JABALPUR - KOL HOWRAH Shaktipunj Exp,Exp,Express,WCR,JBP,JABALPUR,HWH,HOWRAH JN,1152,27,45,04:15:00,00:30:00,11448,1,1,1,0,0,0
11448,HOWRAH - JABALPUR Shaktipunj Exp,Exp,Express,WCR,HWH,HOWRAH JN,JBP,JABALPUR,1152,25,15,15:45:00,14:30:00,11447,1,1,1,0,0,0
11449,JABALPUR - SHRI MATA VAISHNO DEVI KATRA Express,Exp,Express,CR,JBP,JABALPUR,SVDK,S M V D KATRA,1509,31,10,13:10:00,06:00:00,11450,1,1,1,0,0,0
11450,SHRI MATA VAISHNO DEVI KATRA - JABALPUR Express,Exp,Express,CR,SVDK,S M V D KATRA,JBP,JABALPUR,1509,32,55,08:40:00,23:45:00,11449,1,1,1,0,0,0
11451,JABALPUR - REWA Intercity Exp,Exp,Express,CR,JBP,JABALPUR,REWA,REWA,238,4,35,21:40:00,17:05:00,11452,0,0,0,0,0,1
11452,REWA - JABALPUR Intercity Exp,Exp,Express,CR,REWA,REWA,JBP,JABALPUR,238,4,25,10:25:00,06:00:00,11451,0,0,0,0,0,1
11453,Prerna Express,Exp,Express,CR,ADI,AHMEDABAD JN,NGP,NAGPUR,959,19,50,12:15:00,16:25:00,11454,1,1,0,0,0,0
11463,Somnath-Jabalpur Express,Exp,Express,CR,SMNH,SOMNATH,JBP,JABALPUR,1415,29,30,15:10:00,09:40:00,11464,1,1,1,0,0,0
11464,Jabalpur-Somnath Express,Exp,Express,CR,JBP,JABALPUR,SMNH,SOMNATH,1415,29,55,17:55:00,12:00:00,11463,1,1,1,0,0,0
11471,Indore-Jabalpur Overnight Express,Exp,Express,CR,INDB,INDORE JN BG,JBP,JABALPUR,555,11,55,05:40:00,17:45:00,11472,1,1,1,1,0,0
11472,Jabalpur-Indore Express,Exp,Express,CR,JBP,JABALPUR,INDB,INDORE JN BG,555,11,30,10:30:00,23:00:00,11471,1,1,1,1,0,0
12003,Lucknow-NewDelhi Swarn Shatabdi Express,Shtb,Shatabdi,NR,LKO,LUCKNOW,NDLS,NEW DELHI,511,6,30,22:05:00,15:35:00,12004,0,0,0,0,0,1
12020,Ranchi-Howrah Shatabdi Express,Shtb,Shatabdi,ER,RNC,RANCHI,HWH,HOWRAH JN,423,7,25,21:10:00,13:45:00,12019,0,0,0,1,0,1
12021,Barbil Janshatabdi,JShtb,Jan Shatabdi,ER,HWH,HOWRAH JN,BBN,Barbil,398,6,55,13:15:00,06:20:00,12022,0,0,0,0,0,1
12022,Barbil Howrah Janshatabdi,JShtb,Jan Shatabdi,ER,BBN,Barbil,HWH,HOWRAH JN,398,7,5,20:50:00,13:45:00,12021,0,0,0,0,0,1
12189,JABALPUR - DELHI H NIZAMUDDIN Mahakoshal SF Exp,SF,Superfast,CR,JBP,JABALPUR,NZM,DELHI H NIZAMUDDIN,961,17,25,11:35:00,18:10:00,12190,1,1,1,0,0,0
53030,Bhagalpur Azimganj Passenger,Pass,Passenger,ER,BGP,BHAGALPUR,AZ,AZIMGANJ JN,226,8,35,13:25:00,04:50:00,53029,0,0,0,0,0,0
56385,Ernakulam Kottayam Passenger,Pass,Passenger,SR,ERS,ERNAKULAM JN,KTYM,KOTTAYAM,60,1,55,09:25:00,07:30:00,56386,0,0,0,0,0,0
11465,SOMNATH - JABALPUR Exp (via Bina),Exp,Express,WCR,SMNH,SOMNATH,JBP,JABALPUR,1570,32,50,18:30:00,09:40:00,11466,1,1,1,0,0,0
11466,JABALPUR - SOMNATH Exp (via Bina),Exp,Express,CR,JBP,JABALPUR,SMNH,SOMNATH,1570,31,55,17:55:00,10:00:00,11465,1,1,1,0,0,0
11702,INDORE - JABALPUR Intercity Exp,Exp,Express,WCR,INDB,INDORE JN BG,JBP,JABALPUR,761,16,10,20:25:00,04:15:00,11701,0,0,0,0,0,1
12002,New Delhi-Bhopal Shatabdi Express,Shtb,Shatabdi,NR,NDLS,NEW DELHI,BPL,BHOPAL JN,701,7,50,14:05:00,06:15:00,12001,0,0,0,1,0,1
12004,NewDelh-Lucknowi Swarn Shatabdi Express,SF,Superfast,NR,NDLS,NEW DELHI,LKO,LUCKNOW,511,6,15,12:30:00,06:15:00,12003,0,0,0,0,0,1
12005,New Delhi-Kalka Shatabdi,Shtb,Shatabdi,NR,NDLS,NEW DELHI,KLK,Kalka,303,4,5,21:20:00,17:15:00,12006,0,0,0,1,0,1
12006,Kalka-New Delhi Shatabdi,Shtb,Shatabdi,NR,KLK,Kalka,NDLS,NEW DELHI,303,4,10,10:25:00,06:15:00,12005,0,0,0,0,0,1
12008,MYSORE - CHENNAI CENT Shatabdi Express,Shtb,Shatabdi,SR,MYS,MYSORE JN,MAS,CHENNAI CENTRAL,500,7,10,21:25:00,14:15:00,12007,0,0,0,1,0,1
12009,Mumbai-Ahmedabad Shatabdi Express,Shtb,Shatabdi,WR,BCT,Mumbai Central,ADI,AHMEDABAD JN,491,6,45,13:10:00,06:25:00,12010,0,0,0,1,0,1
12010,Ahmedabad-Mumbai Central Shatabdi,Shtb,Shatabdi,WR,ADI,AHMEDABAD JN,BCT,Mumbai Central,491,7,5,21:35:00,14:30:00,12009,0,0,0,1,0,1
12011,Kalka Shatabdi Express,Shtb,Shatabdi,NR,NDLS,NEW DELHI,KLK,Kalka,303,4,5,11:45:00,07:40:00,12012,0,0,0,0,0,1
12012,Kalka-New Delhi Shatabdi,Shtb,Shatabdi,NR,KLK,Kalka,NDLS,NEW DELHI,303,4,10,21:55:00,17:45:00,12011,0,0,0,0,0,1
12013,New Delhi-Amritsar Shatabdi Express,Shtb,Shatabdi,NR,NDLS,NEW DELHI,ASR,AMRITSAR JN,448,6,5,22:35:00,16:30:00,12014,0,0,0,1,0,1
12014,Amritsar-NewDelhi Shatabdi,Shtb,Shatabdi,NR,ASR,AMRITSAR JN,NDLS,NEW DELHI,448,6,15,11:15:00,05:00:00,12013,0,0,0,1,0,1
12015,New Delhi-Ajmer Shatabdi,Shtb,Shatabdi,NR,NDLS,NEW DELHI,AII,AJMER JN,443,6,35,12:40:00,06:05:00,12016,0,0,0,1,0,1
12016,Ajmer-New Delhi Shatabdi,Shtb,Shatabdi,NR,AII,AJMER JN,NDLS,NEW DELHI,443,6,50,22:40:00,15:50:00,12015,0,0,0,1,0,1
12017,New Delhi-Dehradun Shatabdi,Shtb,Shatabdi,NR,NDLS,NEW DELHI,DDN,DEHRADUN,315,5,50,12:40:00,06:50:00,12018,0,0,0,1,0,1
12018,Dehradun-New Delhi Shatabdi,Shtb,Shatabdi,NR,DDN,DEHRADUN,NDLS,NEW DELHI,315,5,45,22:45:00,17:00:00,12017,0,0,0,1,0,1
