service_date,station,source_train,target_train,source_arr_delay,target_arr_delay,gap_minutes,risk_score,risk_band,warning_priority,alert_message
2024-09-25,TNA,11042,20112,0.0,73.0,3.0,0.5059412902646068,ELEVATED,MODERATE,TNA: Train 11042 may propagate delay to Train 20112 (risk 50.6%)
2024-09-29,TNA,22225,12072,0.0,36.0,3.0,0.5059412902646068,ELEVATED,MODERATE,TNA: Train 22225 may propagate delay to Train 12072 (risk 50.6%)
2024-09-17,TNA,20706,11012,0.0,55.0,1.0,0.5059412902646068,ELEVATED,MODERATE,TNA: Train 20706 may propagate delay to Train 11012 (risk 50.6%)
2024-09-14,TNA,22230,22106,0.0,29.0,2.0,0.5059412902646068,ELEVATED,MODERATE,TNA: Train 22230 may propagate delay to Train 22106 (risk 50.6%)
2024-09-02,TNA,11057,20111,0.0,23.0,2.0,0.5059412902646068,ELEVATED,MODERATE,TNA: Train 11057 may propagate delay to Train 20111 (risk 50.6%)
2024-09-17,TNA,11139,10104,0.0,77.0,1.0,0.5059412902646068,ELEVATED,MODERATE,TNA: Train 11139 may propagate delay to Train 10104 (risk 50.6%)
2024-09-10,VDS,18183,18184,6.0,112.0,24.0,0.5059395570069645,ELEVATED,MODERATE,VDS: Train 18183 may propagate delay to Train 18184 (risk 50.6%)
2024-09-24,ASN,12303,12024,14.0,22.0,19.0,0.5059372628148274,ELEVATED,MODERATE,ASN: Train 12303 may propagate delay to Train 12024 (risk 50.6%)
2024-09-26,BTE,20958,22307,0.0,71.0,30.0,0.5059364283841534,ELEVATED,MODERATE,BTE: Train 20958 may propagate delay to Train 22307 (risk 50.6%)
2024-09-11,LNL,12127,18520,38.0,28.0,15.0,0.5059269246581398,ELEVATED,MODERATE,LNL: Train 12127 may propagate delay to Train 18520 (risk 50.6%)
2024-09-06,LNL,11019,22732,37.0,37.0,16.0,0.5059269246581398,ELEVATED,MODERATE,LNL: Train 11019 may propagate delay to Train 22732 (risk 50.6%)
2024-09-26,LNL,11019,22732,36.0,39.0,19.0,0.5059269246581398,ELEVATED,MODERATE,LNL: Train 11019 may propagate delay to Train 22732 (risk 50.6%)
2024-09-15,CGL,6153,12637,5.0,4.0,29.0,0.5059232449988504,ELEVATED,MODERATE,CGL: Train 6153 may propagate delay to Train 12637 (risk 50.6%)
2024-09-17,CGL,12631,12661,5.0,5.0,30.0,0.5059232449988504,ELEVATED,MODERATE,CGL: Train 12631 may propagate delay to Train 12661 (risk 50.6%)
2024-09-16,ASN,18183,22348,7.0,30.0,23.0,0.5059210017651186,ELEVATED,MODERATE,ASN: Train 18183 may propagate delay to Train 22348 (risk 50.6%)
2024-09-30,ASN,13025,13151,6.0,23.0,24.0,0.5059210017651186,ELEVATED,MODERATE,ASN: Train 13025 may propagate delay to Train 13151 (risk 50.6%)
2024-09-04,SWM,12980,12926,0.0,42.0,25.0,0.5059196111463377,ELEVATED,MODERATE,SWM: Train 12980 may propagate delay to Train 12926 (risk 50.6%)
2024-09-17,SWM,12416,12472,0.0,57.0,22.0,0.5059196111463377,ELEVATED,MODERATE,SWM: Train 12416 may propagate delay to Train 12472 (risk 50.6%)
2024-09-29,SWM,12953,20922,0.0,9.0,26.0,0.5059196111463377,ELEVATED,MODERATE,SWM: Train 12953 may propagate delay to Train 20922 (risk 50.6%)
2024-09-21,SWM,22998,12903,0.0,8.0,23.0,0.5059196111463377,ELEVATED,MODERATE,SWM: Train 22998 may propagate delay to Train 12903 (risk 50.6%)
2024-09-22,AD,16594,11301,70.0,21.0,21.0,0.5059171877224298,ELEVATED,MODERATE,AD: Train 16594 may propagate delay to Train 11301 (risk 50.6%)
2024-09-20,GDV,17247,17215,15.0,3.0,27.0,0.5059133388592,ELEVATED,MODERATE,GDV: Train 17247 may propagate delay to Train 17215 (risk 50.6%)
2024-09-25,NFK,12346,13146,0.0,6.0,28.0,0.505912708298252,ELEVATED,MODERATE,NFK: Train 12346 may propagate delay to Train 13146 (risk 50.6%)
2024-09-22,NFK,13434,13054,0.0,2.0,27.0,0.505912708298252,ELEVATED,MODERATE,NFK: Train 13434 may propagate delay to Train 13054 (risk 50.6%)
2024-09-16,NFK,12042,13054,0.0,2.0,27.0,0.505912708298252,ELEVATED,MODERATE,NFK: Train 12042 may propagate delay to Train 13054 (risk 50.6%)
2024-09-24,NFK,12042,13054,0.0,3.0,28.0,0.505912708298252,ELEVATED,MODERATE,NFK: Train 12042 may propagate delay to Train 13054 (risk 50.6%)
2024-09-12,MTD,19225,22977,12.0,5.0,8.0,0.5059074641145227,ELEVATED,MODERATE,MTD: Train 19225 may propagate delay to Train 22977 (risk 50.6%)
2024-09-04,BAM,12842,20837,0.0,37.0,29.0,0.5059061533382547,ELEVATED,MODERATE,BAM: Train 12842 may propagate delay to Train 20837 (risk 50.6%)
2024-09-30,BAM,12841,20837,0.0,53.0,30.0,0.5059061533382547,ELEVATED,MODERATE,BAM: Train 12841 may propagate delay to Train 20837 (risk 50.6%)
2024-09-24,BAM,12664,18048,0.0,34.0,28.0,0.5059061533382547,ELEVATED,MODERATE,BAM: Train 12664 may propagate delay to Train 18048 (risk 50.6%)
2024-09-20,AK,12655,1365,0.0,2.0,27.0,0.5059006129292797,ELEVATED,MODERATE,AK: Train 12655 may propagate delay to Train 1365 (risk 50.6%)
2024-09-12,ALJN,12398,12419,11.0,157.0,4.0,0.5058976517557012,ELEVATED,MODERATE,ALJN: Train 12398 may propagate delay to Train 12419 (risk 50.6%)
2024-09-27,RKMP,11077,11072,8.0,60.0,3.0,0.5058973725356272,ELEVATED,MODERATE,RKMP: Train 11077 may propagate delay to Train 11072 (risk 50.6%)
2024-09-27,CLX,18190,12760,3.0,34.0,26.0,0.5058885600199599,ELEVATED,MODERATE,CLX: Train 18190 may propagate delay to Train 12760 (risk 50.6%)
2024-09-22,CLX,12744,12712,0.0,15.0,24.0,0.5058885600199599,ELEVATED,MODERATE,CLX: Train 12744 may propagate delay to Train 12712 (risk 50.6%)
2024-09-26,CLX,16094,12655,0.0,41.0,26.0,0.5058885600199599,ELEVATED,MODERATE,CLX: Train 16094 may propagate delay to Train 12655 (risk 50.6%)
2024-09-18,CLX,12759,17643,0.0,50.0,25.0,0.5058885600199599,ELEVATED,MODERATE,CLX: Train 12759 may propagate delay to Train 17643 (risk 50.6%)
2024-09-16,GNT,12704,18463,10.0,21.0,26.0,0.5058782445198453,ELEVATED,MODERATE,GNT: Train 12704 may propagate delay to Train 18463 (risk 50.6%)
2024-09-26,GNT,12704,18463,9.0,17.0,23.0,0.5058782445198453,ELEVATED,MODERATE,GNT: Train 12704 may propagate delay to Train 18463 (risk 50.6%)
2024-09-11,GNT,17256,7695,7.0,74.0,22.0,0.5058782445198453,ELEVATED,MODERATE,GNT: Train 17256 may propagate delay to Train 7695 (risk 50.6%)
2024-09-29,MS,22672,12637,0.0,0.0,26.0,0.5058638827806039,ELEVATED,MODERATE,MS: Train 22672 may propagate delay to Train 12637 (risk 50.6%)
2024-09-07,MS,12605,20605,0.0,0.0,26.0,0.5058638827806039,ELEVATED,MODERATE,MS: Train 12605 may propagate delay to Train 20605 (risk 50.6%)
2024-09-27,MS,12633,22661,0.0,0.0,26.0,0.5058638827806039,ELEVATED,MODERATE,MS: Train 12633 may propagate delay to Train 22661 (risk 50.6%)
2024-09-01,JBP,12142,11056,33.0,26.0,13.0,0.5058608550163548,ELEVATED,MODERATE,JBP: Train 12142 may propagate delay to Train 11056 (risk 50.6%)
2024-09-10,DVG,7378,16590,48.0,2.0,9.0,0.5058600263111068,ELEVATED,MODERATE,DVG: Train 7378 may propagate delay to Train 16590 (risk 50.6%)
2024-09-28,PRYJ,12506,20175,44.0,2.0,3.0,0.5058593311527508,ELEVATED,MODERATE,PRYJ: Train 12506 may propagate delay to Train 20175 (risk 50.6%)
2024-09-12,KIUL,22465,12367,17.0,19.0,4.0,0.505859250340794,ELEVATED,MODERATE,KIUL: Train 22465 may propagate delay to Train 12367 (risk 50.6%)
2024-09-11,LNL,12123,22717,21.0,28.0,26.0,0.5058589665811273,ELEVATED,MODERATE,LNL: Train 12123 may propagate delay to Train 22717 (risk 50.6%)
2024-09-18,RU,22919,12733,13.0,4.0,1.0,0.505858297531319,ELEVATED,MODERATE,RU: Train 22919 may propagate delay to Train 12733 (risk 50.6%)
2024-09-01,JBP,15017,22184,9.0,22.0,8.0,0.5058553216171441,ELEVATED,MODERATE,JBP: Train 15017 may propagate delay to Train 22184 (risk 50.6%)
2024-09-05,PNBE,12392,14004,345.0,0.0,15.0,0.5058422698455857,ELEVATED,MODERATE,PNBE: Train 12392 may propagate delay to Train 14004 (risk 50.6%)
2024-09-25,ASN,12307,12321,7.0,12.0,18.0,0.5058419238182653,ELEVATED,MODERATE,ASN: Train 12307 may propagate delay to Train 12321 (risk 50.6%)
2024-09-04,ASN,12301,12313,6.0,8.0,21.0,0.5058419238182653,ELEVATED,MODERATE,ASN: Train 12301 may propagate delay to Train 12313 (risk 50.6%)
2024-09-26,ASN,13005,13185,6.0,8.0,20.0,0.5058419238182653,ELEVATED,MODERATE,ASN: Train 13005 may propagate delay to Train 13185 (risk 50.6%)
2024-09-16,SWM,20982,20451,3.0,10.0,2.0,0.5058405331994843,ELEVATED,MODERATE,SWM: Train 20982 may propagate delay to Train 20451 (risk 50.6%)
2024-09-18,SWM,22997,12401,3.0,10.0,15.0,0.5058405331994843,ELEVATED,MODERATE,SWM: Train 22997 may propagate delay to Train 12401 (risk 50.6%)
2024-09-14,SWM,20814,12954,2.0,46.0,7.0,0.5058405331994843,ELEVATED,MODERATE,SWM: Train 20814 may propagate delay to Train 12954 (risk 50.6%)
2024-09-03,SWM,12904,12903,2.0,16.0,4.0,0.5058405331994843,ELEVATED,MODERATE,SWM: Train 12904 may propagate delay to Train 12903 (risk 50.6%)
2024-09-02,SWM,22981,12401,2.0,11.0,17.0,0.5058405331994843,ELEVATED,MODERATE,SWM: Train 22981 may propagate delay to Train 12401 (risk 50.6%)
2024-09-17,SWM,22998,12903,2.0,8.0,21.0,0.5058405331994843,ELEVATED,MODERATE,SWM: Train 22998 may propagate delay to Train 12903 (risk 50.6%)
2024-09-18,SWM,19808,12925,0.0,16.0,14.0,0.5058405331994843,ELEVATED,MODERATE,SWM: Train 19808 may propagate delay to Train 12925 (risk 50.6%)
2024-09-08,SWM,9621,20846,0.0,63.0,7.0,0.5058405331994843,ELEVATED,MODERATE,SWM: Train 9621 may propagate delay to Train 20846 (risk 50.6%)
2024-09-14,SWM,12955,12402,0.0,45.0,3.0,0.5058405331994843,ELEVATED,MODERATE,SWM: Train 12955 may propagate delay to Train 12402 (risk 50.6%)
2024-09-27,SWM,12978,12465,0.0,22.0,7.0,0.5058405331994843,ELEVATED,MODERATE,SWM: Train 12978 may propagate delay to Train 12465 (risk 50.6%)
2024-09-09,SWM,9622,9111,0.0,28.0,11.0,0.5058405331994843,ELEVATED,MODERATE,SWM: Train 9622 may propagate delay to Train 9111 (risk 50.6%)
2024-09-06,SWM,22982,15635,0.0,29.0,4.0,0.5058405331994843,ELEVATED,MODERATE,SWM: Train 22982 may propagate delay to Train 15635 (risk 50.6%)
2024-09-02,SWM,19808,12925,0.0,10.0,8.0,0.5058405331994843,ELEVATED,MODERATE,SWM: Train 19808 may propagate delay to Train 12925 (risk 50.6%)
2024-09-06,SWM,19721,22656,0.0,17.0,5.0,0.5058405331994843,ELEVATED,MODERATE,SWM: Train 19721 may propagate delay to Train 22656 (risk 50.6%)
2024-09-01,SWM,12416,19807,0.0,8.0,5.0,0.5058405331994843,ELEVATED,MODERATE,SWM: Train 12416 may propagate delay to Train 19807 (risk 50.6%)
2024-09-19,SWM,12955,12904,0.0,59.0,4.0,0.5058405331994843,ELEVATED,MODERATE,SWM: Train 12955 may propagate delay to Train 12904 (risk 50.6%)
2024-09-21,SWM,12402,12904,0.0,24.0,11.0,0.5058405331994843,ELEVATED,MODERATE,SWM: Train 12402 may propagate delay to Train 12904 (risk 50.6%)
2024-09-17,SWM,19020,12475,0.0,22.0,5.0,0.5058405331994843,ELEVATED,MODERATE,SWM: Train 19020 may propagate delay to Train 12475 (risk 50.6%)
2024-09-23,GWL,12612,20494,44.0,5.0,8.0,0.5058398019467092,ELEVATED,MODERATE,GWL: Train 12612 may propagate delay to Train 20494 (risk 50.6%)
2024-09-22,RC,16584,17307,57.0,16.0,19.0,0.5058396435773184,ELEVATED,MODERATE,RC: Train 16584 may propagate delay to Train 17307 (risk 50.6%)
2024-09-28,RC,11301,12732,50.0,43.0,18.0,0.5058396435773184,ELEVATED,MODERATE,RC: Train 11301 may propagate delay to Train 12732 (risk 50.6%)
2024-09-24,RC,17417,7478,46.0,78.0,14.0,0.5058396435773184,ELEVATED,MODERATE,RC: Train 17417 may propagate delay to Train 7478 (risk 50.6%)
2024-09-28,JBP,13201,12141,9.0,30.0,1.0,0.5058380428057374,ELEVATED,MODERATE,JBP: Train 13201 may propagate delay to Train 12141 (risk 50.6%)
2024-09-26,KGP,12883,12021,10.0,5.0,3.0,0.505837384169695,ELEVATED,MODERATE,KGP: Train 12883 may propagate delay to Train 12021 (risk 50.6%)
2024-09-28,KWV,22160,12115,4.0,25.0,26.0,0.505835108701196,ELEVATED,MODERATE,KWV: Train 22160 may propagate delay to Train 12115 (risk 50.6%)
2024-09-27,CDG,11906,11905,5.0,30.0,30.0,0.5058313076848943,ELEVATED,MODERATE,CDG: Train 11906 may propagate delay to Train 11905 (risk 50.6%)
2024-09-14,RU,22852,16381,13.0,18.0,25.0,0.5058280541521349,ELEVATED,MODERATE,RU: Train 22852 may propagate delay to Train 16381 (risk 50.6%)
2024-09-30,CPR,15083,12529,0.0,20.0,25.0,0.5058223368645381,ELEVATED,MODERATE,CPR: Train 15083 may propagate delay to Train 12529 (risk 50.6%)
2024-09-05,CPR,15053,5734,0.0,11.0,26.0,0.5058223368645381,ELEVATED,MODERATE,CPR: Train 15053 may propagate delay to Train 5734 (risk 50.6%)
2024-09-20,JL,22222,12655,49.0,4.0,5.0,0.5058213739020511,ELEVATED,MODERATE,JL: Train 22222 may propagate delay to Train 12655 (risk 50.6%)
2024-09-20,JL,12139,12161,49.0,6.0,12.0,0.5058213739020511,ELEVATED,MODERATE,JL: Train 12139 may propagate delay to Train 12161 (risk 50.6%)
2024-09-19,JL,12141,12655,48.0,4.0,11.0,0.5058213739020511,ELEVATED,MODERATE,JL: Train 12141 may propagate delay to Train 12655 (risk 50.6%)
2024-09-24,GADJ,19715,12986,4.0,6.0,10.0,0.5058201579657335,ELEVATED,MODERATE,GADJ: Train 19715 may propagate delay to Train 12986 (risk 50.6%)
2024-09-28,SIR,12053,12013,60.0,28.0,23.0,0.5058139728816797,ELEVATED,MODERATE,SIR: Train 12053 may propagate delay to Train 12013 (risk 50.6%)
2024-09-24,KUN,11058,14218,59.0,19.0,25.0,0.5058139728816797,ELEVATED,MODERATE,KUN: Train 11058 may propagate delay to Train 14218 (risk 50.6%)
2024-09-26,BPB,13174,15618,59.0,45.0,26.0,0.5058139728816797,ELEVATED,MODERATE,BPB: Train 13174 may propagate delay to Train 15618 (risk 50.6%)
2024-09-10,GDG,18048,17226,59.0,29.0,22.0,0.5058139728816797,ELEVATED,MODERATE,GDG: Train 18048 may propagate delay to Train 17226 (risk 50.6%)
2024-09-29,NAD,4716,9064,59.0,24.0,25.0,0.5058139728816797,ELEVATED,MODERATE,NAD: Train 4716 may propagate delay to Train 9064 (risk 50.6%)
2024-09-16,UHR,11274,15205,59.0,44.0,25.0,0.5058139728816797,ELEVATED,MODERATE,UHR: Train 11274 may propagate delay to Train 15205 (risk 50.6%)
2024-09-11,ABP,14213,19166,59.0,35.0,26.0,0.5058139728816797,ELEVATED,MODERATE,ABP: Train 14213 may propagate delay to Train 19166 (risk 50.6%)
2024-09-19,BKP,15713,12568,58.0,11.0,25.0,0.5058139728816797,ELEVATED,MODERATE,BKP: Train 15713 may propagate delay to Train 12568 (risk 50.6%)
2024-09-12,KPZ,19020,14814,58.0,8.0,25.0,0.5058139728816797,ELEVATED,MODERATE,KPZ: Train 19020 may propagate delay to Train 14814 (risk 50.6%)
2024-09-15,BALU,17479,18045,58.0,36.0,22.0,0.5058139728816797,ELEVATED,MODERATE,BALU: Train 17479 may propagate delay to Train 18045 (risk 50.6%)
2024-09-23,SGZ,12466,9310,58.0,71.0,25.0,0.5058139728816797,ELEVATED,MODERATE,SGZ: Train 12466 may propagate delay to Train 9310 (risk 50.6%)
2024-09-03,KHED,20112,9412,58.0,32.0,22.0,0.5058139728816797,ELEVATED,MODERATE,KHED: Train 20112 may propagate delay to Train 9412 (risk 50.6%)
2024-09-30,BMB,18451,18006,58.0,48.0,23.0,0.5058139728816797,ELEVATED,MODERATE,BMB: Train 18451 may propagate delay to Train 18006 (risk 50.6%)
2024-09-15,DPJ,16235,16528,58.0,48.0,25.0,0.5058139728816797,ELEVATED,MODERATE,DPJ: Train 16235 may propagate delay to Train 16528 (risk 50.6%)
2024-09-28,PPTA,12506,5289,58.0,8.0,25.0,0.5058139728816797,ELEVATED,MODERATE,PPTA: Train 12506 may propagate delay to Train 5289 (risk 50.6%)
2024-09-28,ANGL,18118,18451,58.0,83.0,22.0,0.5058139728816797,ELEVATED,MODERATE,ANGL: Train 18118 may propagate delay to Train 18451 (risk 50.6%)
2024-09-01,ED,17229,20643,57.0,22.0,22.0,0.5058139728816797,ELEVATED,MODERATE,ED: Train 17229 may propagate delay to Train 20643 (risk 50.6%)
2024-09-03,GP,22840,18006,57.0,57.0,25.0,0.5058139728816797,ELEVATED,MODERATE,GP: Train 22840 may propagate delay to Train 18006 (risk 50.6%)
2024-09-20,RDM,17234,12615,57.0,17.0,24.0,0.5058139728816797,ELEVATED,MODERATE,RDM: Train 17234 may propagate delay to Train 12615 (risk 50.6%)
2024-09-15,AAL,18236,15160,57.0,26.0,24.0,0.5058139728816797,ELEVATED,MODERATE,AAL: Train 18236 may propagate delay to Train 15160 (risk 50.6%)
2024-09-08,DMO,12186,11272,57.0,56.0,26.0,0.5058139728816797,ELEVATED,MODERATE,DMO: Train 12186 may propagate delay to Train 11272 (risk 50.6%)
2024-09-26,MRGA,12603,12733,57.0,14.0,22.0,0.5058139728816797,ELEVATED,MODERATE,MRGA: Train 12603 may propagate delay to Train 12733 (risk 50.6%)
2024-09-01,SCKR,11271,11273,57.0,12.0,24.0,0.5058139728816797,ELEVATED,MODERATE,SCKR: Train 11271 may propagate delay to Train 11273 (risk 50.6%)
2024-09-06,SLO,17016,17243,57.0,66.0,24.0,0.5058139728816797,ELEVATED,MODERATE,SLO: Train 17016 may propagate delay to Train 17243 (risk 50.6%)
2024-09-29,SKI,13226,11062,57.0,21.0,24.0,0.5058139728816797,ELEVATED,MODERATE,SKI: Train 13226 may propagate delay to Train 11062 (risk 50.6%)
2024-09-05,LWR,17302,16590,57.0,40.0,24.0,0.5058139728816797,ELEVATED,MODERATE,LWR: Train 17302 may propagate delay to Train 16590 (risk 50.6%)
2024-09-07,DKNT,19037,19038,57.0,51.0,26.0,0.5058139728816797,ELEVATED,MODERATE,DKNT: Train 19037 may propagate delay to Train 19038 (risk 50.6%)
2024-09-11,RMU,13010,15273,57.0,35.0,23.0,0.5058139728816797,ELEVATED,MODERATE,RMU: Train 13010 may propagate delay to Train 15273 (risk 50.6%)
2024-09-29,DAA,12280,19665,57.0,7.0,22.0,0.5058139728816797,ELEVATED,MODERATE,DAA: Train 12280 may propagate delay to Train 19665 (risk 50.6%)
2024-09-06,IDH,14864,19818,56.0,30.0,24.0,0.5058139728816797,ELEVATED,MODERATE,IDH: Train 14864 may propagate delay to Train 19818 (risk 50.6%)
2024-09-09,AGN,18237,12855,56.0,45.0,24.0,0.5058139728816797,ELEVATED,MODERATE,AGN: Train 18237 may propagate delay to Train 12855 (risk 50.6%)
2024-09-23,LAR,12920,12184,56.0,38.0,26.0,0.5058139728816797,ELEVATED,MODERATE,LAR: Train 12920 may propagate delay to Train 12184 (risk 50.6%)
2024-09-19,PPI,12296,22353,56.0,39.0,23.0,0.5058139728816797,ELEVATED,MODERATE,PPI: Train 12296 may propagate delay to Train 22353 (risk 50.6%)
2024-09-02,JCL,12786,12798,56.0,44.0,23.0,0.5058139728816797,ELEVATED,MODERATE,JCL: Train 12786 may propagate delay to Train 12798 (risk 50.6%)
2024-09-13,NK,11072,11082,56.0,53.0,24.0,0.5058139728816797,ELEVATED,MODERATE,NK: Train 11072 may propagate delay to Train 11082 (risk 50.6%)
2024-09-11,LAR,12533,12715,56.0,10.0,25.0,0.5058139728816797,ELEVATED,MODERATE,LAR: Train 12533 may propagate delay to Train 12715 (risk 50.6%)
2024-09-29,AH,14864,19665,56.0,38.0,22.0,0.5058139728816797,ELEVATED,MODERATE,AH: Train 14864 may propagate delay to Train 19665 (risk 50.6%)
2024-09-28,BGBR,18574,18530,56.0,74.0,24.0,0.5058139728816797,ELEVATED,MODERATE,BGBR: Train 18574 may propagate delay to Train 18530 (risk 50.6%)
2024-09-01,MUR,15204,12532,56.0,58.0,24.0,0.5058139728816797,ELEVATED,MODERATE,MUR: Train 15204 may propagate delay to Train 12532 (risk 50.6%)
2024-09-11,VAK,16381,16341,55.0,23.0,26.0,0.5058139728816797,ELEVATED,MODERATE,VAK: Train 16381 may propagate delay to Train 16341 (risk 50.6%)
2024-09-15,ON,15206,14123,55.0,29.0,26.0,0.5058139728816797,ELEVATED,MODERATE,ON: Train 15206 may propagate delay to Train 14123 (risk 50.6%)
2024-09-09,KUE,15714,15483,55.0,20.0,25.0,0.5058139728816797,ELEVATED,MODERATE,KUE: Train 15714 may propagate delay to Train 15483 (risk 50.6%)
2024-09-28,PMR,15128,14308,55.0,33.0,22.0,0.5058139728816797,ELEVATED,MODERATE,PMR: Train 15128 may propagate delay to Train 14308 (risk 50.6%)
2024-09-03,BMB,18451,18006,55.0,47.0,25.0,0.5058139728816797,ELEVATED,MODERATE,BMB: Train 18451 may propagate delay to Train 18006 (risk 50.6%)
2024-09-03,ED,22665,22637,55.0,27.0,22.0,0.5058139728816797,ELEVATED,MODERATE,ED: Train 22665 may propagate delay to Train 22637 (risk 50.6%)
2024-09-27,DWP,7466,17240,55.0,40.0,22.0,0.5058139728816797,ELEVATED,MODERATE,DWP: Train 7466 may propagate delay to Train 17240 (risk 50.6%)
2024-09-21,BZU,12616,12792,54.0,56.0,22.0,0.5058139728816797,ELEVATED,MODERATE,BZU: Train 12616 may propagate delay to Train 12792 (risk 50.6%)
2024-09-26,VEER,50104,10105,54.0,17.0,25.0,0.5058139728816797,ELEVATED,MODERATE,VEER: Train 50104 may propagate delay to Train 10105 (risk 50.6%)
2024-09-04,ROHA,1186,9057,54.0,47.0,23.0,0.5058139728816797,ELEVATED,MODERATE,ROHA: Train 1186 may propagate delay to Train 9057 (risk 50.6%)
2024-09-17,KPD,6167,12685,54.0,26.0,22.0,0.5058139728816797,ELEVATED,MODERATE,KPD: Train 6167 may propagate delay to Train 12685 (risk 50.6%)
2024-09-18,MZP,22177,12394,54.0,7.0,26.0,0.5058139728816797,ELEVATED,MODERATE,MZP: Train 22177 may propagate delay to Train 12394 (risk 50.6%)
2024-09-28,BLM,13308,13006,54.0,40.0,24.0,0.5058139728816797,ELEVATED,MODERATE,BLM: Train 13308 may propagate delay to Train 13006 (risk 50.6%)
2024-09-04,DOS,13151,14224,54.0,24.0,23.0,0.5058139728816797,ELEVATED,MODERATE,DOS: Train 13151 may propagate delay to Train 14224 (risk 50.6%)
2024-09-09,MABD,12737,12749,54.0,88.0,23.0,0.5058139728816797,ELEVATED,MODERATE,MABD: Train 12737 may propagate delay to Train 12749 (risk 50.6%)
2024-09-02,RK,13005,13307,54.0,17.0,23.0,0.5058139728816797,ELEVATED,MODERATE,RK: Train 13005 may propagate delay to Train 13307 (risk 50.6%)
2024-09-16,MABD,12861,12759,53.0,34.0,22.0,0.5058139728816797,ELEVATED,MODERATE,MABD: Train 12861 may propagate delay to Train 12759 (risk 50.6%)
2024-09-21,CUPJ,16176,16865,53.0,32.0,23.0,0.5058139728816797,ELEVATED,MODERATE,CUPJ: Train 16176 may propagate delay to Train 16865 (risk 50.6%)
2024-09-05,PGRL,17016,12604,53.0,47.0,24.0,0.5058139728816797,ELEVATED,MODERATE,PGRL: Train 17016 may propagate delay to Train 12604 (risk 50.6%)
2024-09-17,HD,1027,13202,53.0,25.0,26.0,0.5058139728816797,ELEVATED,MODERATE,HD: Train 1027 may propagate delay to Train 13202 (risk 50.6%)
2024-09-05,KNT,13307,15119,52.0,27.0,24.0,0.5058139728816797,ELEVATED,MODERATE,KNT: Train 13307 may propagate delay to Train 15119 (risk 50.6%)
2024-09-30,LUNI,14707,20486,52.0,30.0,25.0,0.5058139728816797,ELEVATED,MODERATE,LUNI: Train 14707 may propagate delay to Train 20486 (risk 50.6%)
2024-09-07,NDKD,17221,17230,52.0,82.0,24.0,0.5058139728816797,ELEVATED,MODERATE,NDKD: Train 17221 may propagate delay to Train 17230 (risk 50.6%)
2024-09-16,KZJ,12760,12862,52.0,35.0,23.0,0.5058139728816797,ELEVATED,MODERATE,KZJ: Train 12760 may propagate delay to Train 12862 (risk 50.6%)
2024-09-30,HZBN,13514,22350,52.0,30.0,22.0,0.5058139728816797,ELEVATED,MODERATE,HZBN: Train 13514 may propagate delay to Train 22350 (risk 50.6%)
2024-09-20,SVPI,19308,19811,52.0,16.0,26.0,0.5058139728816797,ELEVATED,MODERATE,SVPI: Train 19308 may propagate delay to Train 19811 (risk 50.6%)
2024-09-07,RDM,17234,12615,52.0,12.0,24.0,0.5058139728816797,ELEVATED,MODERATE,RDM: Train 17234 may propagate delay to Train 12615 (risk 50.6%)
2024-09-01,MSR,11029,11039,52.0,14.0,22.0,0.5058139728816797,ELEVATED,MODERATE,MSR: Train 11029 may propagate delay to Train 11039 (risk 50.6%)
2024-09-17,BJP,16536,11140,52.0,26.0,24.0,0.5058139728816797,ELEVATED,MODERATE,BJP: Train 16536 may propagate delay to Train 11140 (risk 50.6%)
2024-09-12,RJN,17005,12102,52.0,71.0,25.0,0.5058139728816797,ELEVATED,MODERATE,RJN: Train 17005 may propagate delay to Train 12102 (risk 50.6%)
2024-09-26,PKD,18464,17212,52.0,36.0,24.0,0.5058139728816797,ELEVATED,MODERATE,PKD: Train 18464 may propagate delay to Train 17212 (risk 50.6%)
2024-09-28,KMT,12728,22669,52.0,30.0,23.0,0.5058139728816797,ELEVATED,MODERATE,KMT: Train 12728 may propagate delay to Train 22669 (risk 50.6%)
2024-09-03,AJI,14236,15128,51.0,55.0,23.0,0.5058139728816797,ELEVATED,MODERATE,AJI: Train 14236 may propagate delay to Train 15128 (risk 50.6%)
2024-09-09,KTU,16603,16334,51.0,22.0,26.0,0.5058139728816797,ELEVATED,MODERATE,KTU: Train 16603 may propagate delay to Train 16334 (risk 50.6%)
2024-09-02,MLMR,16751,12631,51.0,20.0,24.0,0.5058139728816797,ELEVATED,MODERATE,MLMR: Train 16751 may propagate delay to Train 12631 (risk 50.6%)
2024-09-13,JNU,15054,13151,51.0,80.0,23.0,0.5058139728816797,ELEVATED,MODERATE,JNU: Train 15054 may propagate delay to Train 13151 (risk 50.6%)
2024-09-17,NOK,16311,7054,51.0,30.0,25.0,0.5058139728816797,ELEVATED,MODERATE,NOK: Train 16311 may propagate delay to Train 7054 (risk 50.6%)
2024-09-16,ANV,17479,18045,51.0,44.0,22.0,0.5058139728816797,ELEVATED,MODERATE,ANV: Train 17479 may propagate delay to Train 18045 (risk 50.6%)
2024-09-07,BBU,12311,22410,51.0,79.0,22.0,0.5058139728816797,ELEVATED,MODERATE,BBU: Train 12311 may propagate delay to Train 22410 (risk 50.6%)
